	RGA1	AT2G04100	AT2G10940	AGP9	MYB7	HIS1.3	AT2G19310	TET2	HB6	SVP	AT2G28400	CYP707A2	AT2G31110	AT2G33830	EXL7	AT2G36220	ABI5	AT2G36630	PIP2B	EXP3	AT2G37750	LTP2	PIP2E	AT2G39980	HSPRO2	EXPA8	CAMBP25	ORS1	AT2G41760	MAX2	AT2G42900	IBH1	SSI2	ARL	PIP1B	GBF3	RS31a	TSPO	AGP26	AT3G04010	AT3G08030	ATERDJ3A	AT3G11690	AT3G11930	AT3G12050	AT3G14200	AT3G15770	AT3G17100	AT3G17520	AT3G03870	HB.1	AT3G03270	ETR2	AT3G23170	AT3G26510	AFP3	AT3G43430	CYP71A25	AT3G50560	PIP2A	EP3	AT3G54510	AT3G57010	AT3G57400	ARGOS	AT3G62650	ATG8B	AT4G05070	CYTC.2	HKT1	RHA1B	AT4G12510	AT4G12520	FLA2	XTH15	AT4G14270	AT4G14930	IAGLU	RALFL33	EXLB1	TIP2;2	G3Pp4	HSA32	AT4G25260	WES1	AT4G27280	YUC8	XTH24	XTH19	AT4G32480	ABF3	AT4G34770	AT4G35720	AT4G38860	ST2B	ST2A	AT5G10770	AT5G12940	AT5G13500	AT5G02760	AT5G14690	FDH	AT5G17780	AT5G18030	AT5G01740	SIS	AT5G02230	DIP2	AT5G19120	AT5G23870	ESE3	EBF2	GID1C	NAC6	AT5G43450	AT5G44260	HAT2	AT5G47420	TDT	PAT1	AT5G49170	AT5G49700	AT5G50335	AT5G50360	OLEO3	AT5G51440	HB52	PBP1	COL5	AT5G57760	AT5G59845	AT5G60840	OBP4	AT5G66590	UGT72E2	AT1G06980	SR30	AT1G09250	AT1G10140	AT1G11210	ATBETAFRUCT4	AT1G02470	RTFL17	AT1G13990	AT1G14890	AT1G16850	AT1G21680	AT1G22190	AT1G22910	AT1G26800	ASG4	YUC3	ERS2	DYL1	GA2OX2	AT1G32520	AT1G36060	AT1G36940	AT1G44830	CXE5	AT1G53180	ZF14	AT1G61667	AT1G62770	ENODL8	MGL	AT1G65490	AT1G66080	AT1G66540	AT1G68620	NAP	NRT1.2	AT1G70000	AT1G70985	AT1G71110	AT1G73480	BEE3	UBC16	AT1G75490	NAC032	ECT8	AT1G79520	SAG20	RTFL12	AT4G36648	AT1G29465	SAUR29
RS31a	-0.3486	0.8557	-0.8027	-0.3289	-0.9409	0.5398	-0.625	0.0462	0.3226	0.9939	0.3226	0.1844	-0.3486	-0.9212	-0.013	0.0067	0.7767	-0.9014	-1.2766	0.3621	-1.0396	0.8952	0.2042	-0.1907	0.2042	-0.4868	0.4213	0.678	2.3167	0.7175	0.2831	-0.3684	-0.4079	0.0067	-1.2766	0.757	0	0.1647	-0.8817	-1.2568	0.5398	-0.9409	-0.783	-0.4276	1.4085	0.1647	1.0531	0.599	0.2634	-0.2894	0.757	2.0403	0.8952	0.4016	0.0462	0.2634	0.3029	1.2111	0.1647	-0.092	-0.783	-0.2499	-1.0989	-0.3881	-0.1315	-0.2302	1.2111	-0.4474	0.6583	-0.3092	-0.9212	-1.6517	-1.4345	-0.3684	0.4411	0.066	0.7767	-0.3092	0.1844	-1.3555	-0.6053	-0.3684	1.0926	-0.1315	0.1252	0.0067	-0.3684	1.0531	-0.1907	1.6454	1.7639	0.599	-0.6053	-0.6448	-0.9212	-1.0791	-1.7701	-0.0722	-0.7632	-0.8225	0.5003	-0.0722	-1.2766	-0.0328	-0.3289	-0.2499	1.7046	-0.0525	0.6583	0.066	0.1647	-0.8422	-1.1581	-1.2963	-0.171	-0.3684	-0.0722	0.6188	-0.4276	-0.5658	-0.3881	0.4213	-0.8817	-0.1117	0.0857	1.6257	-1.395	-0.8027	-0.862	-0.862	0.3819	1.3295	0.678	0.8754	0.3226	0.4016	3.7184	0.3819	-0.171	-0.9212	-0.4276	1.3493	-0.3684	1.9416	0.7372	0.066	1.2308	1.3887	-1.3555	-0.0722	-0.171	-0.3486	-0.3289	0.1449	0.678	-0.092	1.2505	0.5595	0.2042	-0.5066	0.757	-0.8422	-0.0722	-0.1907	0.2634	-0.013	0.4806	0.2634	0.6583	-0.5856	-0.9212	0.8557	-0.704	-0.3881	0.8359	0.5003	-0.9212	-0.2302	-0.2104	-0.0328	0.1252	1.6652	0.5201	-0.8422	0.599	0.8359	0.1449
TSPO	-0.5856	0.4411	-0.5461	-0.625	0.3226	2.7313	0.1844	0.9544	0.678	-1.0396	2.1587	0.2042	-2.0465	0.757	-0.3881	-0.2302	2.4549	0.8162	0.8557	-0.0328	1.7441	1.4085	0.1844	0.0462	-0.3092	-0.0328	-0.092	-0.4276	-0.3881	-0.013	-0.3289	-1.0396	0.4016	-0.7632	0.9741	2.1785	0.1647	0	-0.2499	0.3029	-0.092	0.1647	0.599	1.0729	0.2042	-0.3684	0.1844	-0.2697	12.9582	0.1055	0.7372	-0.171	-0.625	0.0462	-0.4276	2.1982	-0.3092	-0.013	-0.5658	0.3621	0.4213	0.0857	2.7115	-0.0328	-1.0002	0.3226	-0.625	-0.013	0.5595	-0.0722	0.2437	0.0265	-0.013	-1.6517	0.1252	-0.013	-0.013	0.1252	0.5398	1.8626	0.7965	2.8497	0.7175	-0.5066	0.0857	-0.171	-0.2104	-0.5263	0.757	1.1518	2.3956	-0.1512	1.1518	-0.6645	-0.4276	0.5398	0.1055	0.4016	-0.8027	-1.1384	0.0265	1.8626	-0.0525	-0.7435	0.3029	2.8695	0.2634	3.0077	0.0857	-1.1384	0.066	-0.1907	-0.2499	0.8952	0.3424	0.3621	-0.3289	-0.3092	0.5398	-0.1907	-0.3881	0.599	-0.3881	8.2593	0.8754	0.2634	-0.1117	-0.3486	-0.6053	-0.5066	0.4411	-0.9014	0.3226	-0.6053	0.5398	-0.171	0.4016	-0.4276	-0.6053	0.5201	-0.6448	0.3621	-0.5066	0.5793	-0.3881	4.8833	1.2505	1.0729	-0.783	0.5003	1.3295	0.3226	-0.1512	1.0729	-0.3289	0.5398	0.3226	-1.1186	-0.6843	0.3424	0.0265	0.9544	-0.171	-0.171	-0.2302	1.2111	0.066	-0.2104	-0.9014	0.2042	0.678	-0.2499	0.2437	-0.6843	1.0531	1.4677	-0.3486	-0.625	1.1913	4.0935	1.8626	2.7708	-0.1315	-0.4276	0.2042	0.0265	-0.2302
AGP26	0.5003	-1.5332	5.2781	4.4489	-0.2104	0.5003	0.1449	-0.4276	-0.2499	-0.7238	0.3819	-0.5066	0.4213	-0.3684	-1.1778	1.4282	-0.7632	0.1647	1.369	2.4944	0.2437	0.7767	3.1459	-0.6843	-1.2371	2.6523	0.9347	0.5793	2.0798	-0.3092	2.5536	0.0857	1.2308	0.4411	2.1192	-0.9409	-0.8817	-0.2499	0	-0.4079	2.139	-0.2499	-0.6645	0.7767	-1.3161	0.5201	0.4806	4.7056	-0.092	-0.3092	1.3098	-1.0199	-0.0722	0.2042	1.4875	-0.4474	0.599	-0.2104	0.5398	0.757	-0.4868	1.7441	-0.2104	1.0926	0.678	0.678	1.0531	-1.0791	0.5793	-0.0525	0.066	1.1518	2.0995	3.0077	2.0008	-1.1976	1.1518	0.066	1.6257	-0.5461	-0.5263	0.9347	0.9544	3.3433	0.9544	0.5003	-0.0722	0.678	1.3493	-0.3881	-1.1581	3.4618	-0.2697	2.5536	1.7639	0.8557	-0.1117	0.8557	-0.092	2.1587	1.0926	1.29	-0.9804	2.0205	1.3098	-0.6448	-0.3881	-0.3289	-0.1907	1.527	2.6918	0.4411	-0.5856	-0.2499	-0.1117	1.3098	-0.4671	-0.7238	-0.3881	1.4875	2.751	0.4608	3.6789	-0.171	1.8231	-0.092	0.5398	-0.625	-0.1315	1.0334	-0.171	1.1518	0.5201	2.1587	-0.0328	2.3167	0.0265	1.8231	-0.013	-0.5856	1.0334	1.4875	0.4411	-0.9212	-0.2104	-0.4276	0.0265	0.3621	2.1587	-0.4474	0.3819	-0.8027	0.2437	-0.8225	-0.4671	-0.0328	-1.1186	3.6	2.06	0.4016	-0.1315	-0.0525	1.4282	0.6583	6.0086	0.5003	0.6977	0.599	-0.5066	-0.4868	-0.1117	-0.7238	-0.5263	1.981	-0.013	-0.783	2.0798	0.2634	0.7965	-0.2697	0.3226	-0.4474	0.0067	-0.1512	-0.1315	3.1854	1.9218
AT3G04010	-0.8422	0.5003	0.2042	-0.2697	1.8231	0.2239	-0.3486	0.0857	-0.0525	-0.4868	-0.2302	1.0334	-0.6053	1.1913	-0.7632	1.0729	0.6188	0.3424	1.7244	-0.1512	0.9149	0.7372	1.1518	0.9347	-0.4276	-1.1581	0.1844	-0.1907	-0.6645	-0.3092	0.2634	0.1252	-1.2371	-0.1315	0.757	0.7372	-1.2568	0.3029	-0.4079	0	-0.6448	0.7767	0.1449	-1.3358	-0.013	1.0729	-0.2697	-0.6843	-0.2697	0.0265	0.9544	-0.1315	-0.2499	1.3098	-0.8225	0.4016	1.8034	-0.3881	-1.474	1.1321	2.4154	0.5003	1.3098	0.0067	0.3226	-0.625	0.2042	0.7767	0.7372	0.757	0.4411	1.4282	1.4085	0.5201	-0.3684	0.2239	-1.2568	0.2437	0.7965	-1.1976	2.3759	2.0205	-0.7238	0.0857	0.4016	-0.7435	0.3621	0.4213	1.0531	-0.2104	0.4608	-0.8422	0.3029	-0.3092	-0.0328	0.7965	0.4213	-0.1512	0.8754	-0.862	-0.092	-0.0525	0.3226	-0.5461	0.9939	0.757	0.3424	1.1321	-0.3486	0.6583	-1.6122	1.0334	0.5793	0.9347	1.6257	0.8359	-1.1581	-0.1117	-0.7435	0.2634	-1.4345	-0.6645	-1.1976	0.6583	-0.2302	0.4213	1.7046	-0.5461	1.3887	0.1055	-0.2697	-0.2894	1.5467	-0.5658	-0.5263	0.0857	-0.5461	-0.171	0.6977	2.218	-0.6843	-0.1315	-0.6645	0.2634	0.2042	2.8497	1.29	0.6188	-0.8027	0.5398	-0.2697	-0.2302	0.1647	0.6188	-0.3684	0.4411	-1.0199	-0.4671	-0.2697	0.757	0.2437	1.2308	0.9149	0.3424	-0.4276	-0.2697	0.3819	-0.0525	1.1518	0.9544	-1.0396	0.9939	0.0462	1.1321	0.1844	1.1913	0.0265	0.2831	0.1449	2.06	2.909	-0.625	0.2239	-0.3881	0.9544	-0.5658	-0.6053
AT3G08030	2.4549	-0.9014	1.981	5.1399	-0.4671	0.1449	-1.1976	0.9741	1.5862	-0.4079	1.3887	0.1055	-0.8225	-0.0525	0.4016	1.2111	0.3029	-0.2499	1.7441	2.7115	-1.5332	2.3956	2.0403	0.8557	1.369	3.1064	1.448	-0.3486	2.1192	1.0136	0.8557	-0.5658	-0.9014	0.8952	2.4351	0.1449	0.5398	-0.092	2.139	-0.6448	0	-1.0791	-0.7238	-0.1315	-0.2499	-0.3881	0.6977	1.2505	-0.5658	-1.1778	1.1123	-0.704	0.4608	-0.1117	0.3029	0.6583	1.0334	0.4608	-1.0002	0.2042	-0.4276	1.3098	0.4016	-1.3161	0.8557	-0.2894	-1.0199	-0.4079	-0.4868	1.0531	-0.2499	0.0857	1.0334	-0.1315	1.3887	1.1518	0.1844	0.4213	0.9544	-0.9804	0.9149	0.0857	-0.2499	2.7708	1.1518	1.3493	0.3029	-1.5332	5.673	0.3424	0.6977	0.8162	3.5605	1.3887	-0.5856	0.4016	-0.6843	6.2653	0.3621	1.1321	0.7372	1.0531	0.8754	0.8754	-0.6448	0.4411	-0.2697	-0.5658	0.3819	0.8162	4.903	0.6385	-0.5658	-1.0791	-1.0002	1.6059	0.5201	0.4016	0.1647	2.0205	1.29	0.1055	1.8231	-0.3881	1.0926	-0.6448	0.7767	2.4549	0.2437	0.599	0.066	2.9879	-0.092	3.1261	-0.1512	1.2308	-0.783	2.1785	-0.5263	2.3759	0.757	-1.0791	-1.3161	-0.8422	-0.0722	0.6583	1.0926	1.5467	-0.2302	-0.4276	0.6977	0.3029	0.7767	-0.4276	1.6257	-0.6843	0.6977	1.8034	2.218	1.448	1.6652	-0.5066	0.6977	1.6454	3.2249	0.5003	0.9939	0.3029	-0.4276	-1.3161	-0.9607	-0.1907	-0.092	0.2634	1.6257	2.1785	0.6188	1.1913	0.7965	-0.4474	-0.5461	1.29	-0.6053	0.3029	-0.8027	1.4875	1.2703
ATERDJ3A	-1.7109	1.1123	-0.1512	-0.5658	1.9416	-1.3555	4.5674	0.0067	-0.625	-1.7307	0.4411	0.2042	-0.704	-0.9804	-0.3881	0.1647	-0.2894	-0.2894	0.0265	-0.2104	0.2437	0.9544	-0.4079	-0.2894	0.6977	-0.1907	0.5003	1.0334	-1.0002	0.1844	-0.6843	-0.9607	0.0857	-0.5066	-0.013	1.7639	-0.9409	0.1647	-0.2499	0.7767	-1.0791	0	1.0531	0.3621	6.1468	7.134	1.6849	-1.474	0.2042	-1.0594	0.5201	0.7372	0.5003	0.8754	1.3887	1.2111	-0.0328	-0.704	0.8952	-0.7632	1.1913	1.1913	-0.3684	0.4213	-0.6843	-0.5066	0.6385	-0.1117	2.9287	0.5398	-1.2371	0.0857	0.0265	-1.1976	0.3819	1.527	-0.8027	0.3819	-0.4671	-0.3486	-0.8225	0.5595	2.7708	-1.3555	0.3621	1.1123	0.2437	-0.7435	0.2239	0.6188	-0.3486	-0.8817	-0.6053	-0.2697	-0.9409	0.3029	0.4213	-0.7632	0.757	-0.3684	-0.9804	-0.5856	1.1123	-0.1315	0.0857	-0.5461	-0.1117	1.9021	-0.5658	-1.8491	-0.704	-0.5461	-0.2894	-0.4671	0.5201	-0.2894	-0.7435	5.2584	-1.6714	-0.4276	-0.9804	0.5595	-0.704	-0.3881	-0.5658	6.6207	-0.6645	0.599	-0.0525	-0.9804	0.9347	-0.9409	-0.8225	-1.2173	0.4608	-0.783	3.4618	-1.1778	-0.9804	-1.0396	-0.4868	0.599	-0.5658	0.9544	0.0462	0.7175	-0.4079	0.0857	-1.2766	3.0867	0.4016	-0.704	-0.0328	-1.5727	0.6188	-0.1117	-0.171	-1.0396	-0.3684	-0.7632	-0.6645	0.1252	-0.2499	0.1844	-1.1186	-0.704	-0.3881	6.8971	-0.1512	0.7767	-0.2894	-0.3289	-0.5263	0.1449	1.2308	1.1518	-0.5066	-0.2894	-0.1117	0.5793	0.1252	0.5201	0.4806	0.4806	1.1518	0.3424	-0.013
AT3G11690	1.7639	-1.1384	-0.171	-0.8027	1.6257	-0.2104	1.29	1.3493	1.6652	0.4806	-0.0328	-0.0525	2.8892	-0.013	0.1055	0.599	-0.3289	1.1716	1.3295	-0.9014	1.3295	-0.0525	0.7767	2.9879	-0.171	-2.0071	-0.1907	2.4351	-0.6053	3.7382	-0.1315	1.9218	0.8952	1.8626	1.1518	0.1252	-0.783	0.599	-0.6645	0.1449	-0.7238	1.0531	0	0.8557	2.2377	1.3493	1.4677	1.1913	0.0857	0.9544	1.5467	1.1518	1.4677	0.0067	2.3364	1.2703	0.757	0.8952	1.981	1.4677	-0.171	0.0857	0.5003	1.1123	2.5141	1.3887	1.3098	1.4282	-0.3881	0.5003	-0.4671	-0.783	0.1449	0.4806	1.2703	2.5931	0.4608	1.0136	-0.013	0.5595	2.5931	1.8626	2.1192	-0.9409	1.3493	0.4411	1.1518	1.5072	-1.0199	1.9613	1.2505	1.1716	-0.0525	-0.3092	0.9544	0.0462	1.6257	-0.9014	1.2308	-0.2499	1.0729	1.2308	0.4016	0.0265	2.0403	-0.0525	1.0136	0.4806	1.3887	1.6652	0.1647	2.0008	1.0729	1.0729	0.7175	1.1123	3.2446	1.6059	2.4154	1.1716	0.0067	1.5664	-1.3358	-0.2697	-0.1512	1.5467	1.3887	0.4806	0.4806	0.1844	1.1716	1.448	2.0008	0.4411	-0.092	1.3295	2.1982	-0.6843	1.5072	-0.092	0.1449	-0.1907	3.0077	0.599	1.2308	-0.6645	-0.0722	2.7708	0.2634	2.4746	0.4016	0.4411	0.8952	-0.013	-0.783	0.1647	1.1518	0.4411	-0.8817	1.6849	1.5072	0.6188	1.2308	-0.4079	-2.1255	0.7372	-0.6448	1.7046	-0.1512	-0.2894	1.3887	2.751	1.8823	1.6257	-0.8027	1.29	1.7046	1.7046	-0.2499	-0.8027	-0.4671	0.7767	2.8497	-0.4671	0.6583	0.3819	-0.4474
AT3G11930	-0.704	-0.862	0.7372	-0.2104	0.6385	1.7244	1.3887	0.1449	0.0462	-0.2302	1.1716	-0.6448	0.2437	2.218	-1.0989	0.4016	-0.3092	-0.3486	2.1192	0.066	1.981	1.0136	0.7175	1.1716	1.0334	2.5141	-0.092	-0.4079	1.0334	2.3562	-0.171	1.7639	-0.1117	0.757	2.3562	1.1123	-0.4276	1.0729	0.7767	-1.3358	-0.1315	0.3621	0.8557	0	-0.704	-0.6448	0.3226	0.6188	0.3029	0.4213	0.7175	2.9287	0.9347	1.2505	2.751	1.0334	0.4806	0.0265	-0.3486	1.2505	-0.5461	0.757	0.3819	0.5793	-0.1117	2.0205	0.6385	0.9544	0.3424	2.0008	1.1123	0.5398	0.4806	-0.783	0.9741	-0.4276	1.9613	1.1913	0.2437	1.981	2.2377	-0.0722	1.8823	1.6257	0.0857	0.066	0.9741	0.5201	-0.1512	0.2437	-0.3092	-0.5658	-0.4276	0.6188	0.1252	1.5072	2.0205	-0.8027	-1.2963	0.6977	-0.1315	4.3502	-1.0396	-0.4474	0.4608	1.6454	-0.4474	-0.704	1.9416	-0.3486	0.7372	0.6385	0.8754	1.29	0.8557	1.4677	1.0334	-0.3486	2.6326	0.2634	-0.0525	0.4806	0.2437	0.4016	1.0531	-0.0328	-0.013	-0.704	0.3819	0.3029	1.1716	-0.4868	1.9021	0.7372	-0.2302	-0.3289	0.2831	1.2308	2.3759	-0.3486	0.5595	0.8952	0.4806	2.5338	2.5338	1.1913	1.6059	0.1844	0.6583	1.2703	-0.013	-0.7435	1.1716	1.8428	-0.6843	-0.3486	0.5595	-0.3289	-0.3289	0.2634	-1.0791	0.1252	-1.1186	-0.1315	-0.6053	3.6789	-0.1907	0.066	-0.0722	1.5467	2.2772	0.3621	-0.8225	-0.1512	0.1844	0.5595	-0.0328	-0.3486	1.9613	1.2308	-0.0525	0.5595	1.4282	-0.3486	0.1252	0.0857	-0.8422
AT3G12050	0.2239	-0.1512	-0.2697	-0.013	1.4282	-1.4937	4.6069	0.9741	-0.8027	0.6188	0.3226	-0.8422	-0.704	-0.7435	-0.092	-0.4868	0.7175	0.4213	0.3621	-0.0328	-0.6645	0.4213	0.2042	1.29	1.448	-1.3555	0.6977	1.1716	-0.6645	1.2308	-0.0525	-0.704	1.0926	-0.2302	0.757	0.0067	1.4085	0.2042	-1.3161	-0.013	-0.2499	6.1468	2.2377	-0.704	0	7.4104	2.0995	-1.1186	-0.1117	-0.5856	-0.3289	1.0531	0.7372	0.2042	1.29	0.2042	-0.171	-0.013	1.5467	0.4213	-0.5856	-0.6843	0.1449	0.7372	-0.0328	1.1518	-0.2302	2.218	1.4085	-0.5461	-0.9607	-0.1512	-0.3486	-0.6053	0.3819	2.9485	0.2042	1.7639	-0.2104	-0.3486	0.1844	1.369	3.521	-0.3684	0.1844	1.9416	0.0462	0.1647	0.0462	1.2505	1.5467	-0.704	0.2634	-1.7307	-0.5263	-0.2499	-0.2104	0.1055	-0.5658	-0.625	0.3819	0.5595	0.1647	-0.5263	0.599	-0.2894	0.0857	1.3887	0.066	-1.1384	-0.7435	-0.4474	-1.0002	-0.4276	0.1252	-0.625	0.1055	2.2772	-0.2302	-0.4474	-1.3161	0.0857	-1.1581	-0.0722	0.9741	7.0945	-0.3881	0.9347	0.2042	-0.625	0.1252	-0.3684	-1.0002	0.0462	0.6583	-0.3092	5.6138	-0.2302	-0.2894	-1.0594	-0.1315	0.1647	-0.2894	0.3226	-0.1512	-0.2104	-0.2697	0.3029	-2.4611	4.982	-0.0328	0.3819	0.5793	-0.7238	0.0857	0.5003	0.2042	-0.6448	-0.9014	0.9544	0.6188	0.9149	-0.171	0.1252	-0.4276	-0.0525	0.1252	10.6285	-0.4079	0.2437	0.6188	0.1844	-0.4868	-0.7632	-0.6448	0.8162	-0.4671	-0.2697	-0.9212	0.5003	0.4411	0.6385	0.7965	0.4806	-0.6843	0.0857	-0.8225
AT3G14200	0.3226	1.0729	-0.171	-0.5658	3.9159	-0.6645	4.6266	0.2042	0.7965	0.066	-0.2302	0.5595	-0.6843	-0.625	-0.8027	2.6326	0.4213	1.4282	-0.3289	-0.7238	-0.1315	0.2634	-0.3684	0.599	1.1123	-0.783	1.7836	0.6583	-0.4474	0.3029	-1.2568	-0.4276	1.2703	0.3621	-0.2894	0.7175	0.1647	-0.3684	0.5201	1.0729	-0.3881	7.134	1.3493	-0.6448	7.4104	0	1.6454	-0.9409	-0.2697	-1.2173	0.4806	0.9939	0.4411	3.5407	0.9347	-0.1315	0.5398	-0.1117	0.7965	-0.6053	0.2634	-0.092	-0.5658	1.5467	-0.2104	-1.4148	0.7767	1.448	3.4223	-0.1315	0.2239	0.0857	-0.171	-0.013	-0.013	3.3038	-0.5658	1.4282	0.0462	-0.9607	-0.3289	0.757	1.6059	-1.0199	0.2437	2.6128	-0.2894	1.3493	0.599	0.1647	0.8359	-2.1453	-0.625	-0.783	-0.4276	0.5595	-0.1315	-0.4079	0.678	-0.9607	-0.0722	-0.8422	0.7965	0.1055	-0.1512	-0.8817	1.9218	3.6789	-0.7435	-0.5066	-0.6645	-0.862	-0.1512	-0.9607	0.9149	-0.8422	-0.5461	2.0798	-1.5727	0.0857	-1.5727	-0.1315	-0.783	-0.0525	-0.1512	6.6404	-0.9212	2.4351	0.6385	-1.1384	0.0857	-0.2697	-0.2302	-0.862	0.1449	0.4608	2.7708	0.0067	0.2437	0.2437	-1.2371	0.5201	0.6188	0.9741	-1.1186	0.0462	-0.2894	1.527	-1.1976	6.2455	0.5003	0.0462	-0.5066	-1.553	0.5595	0.3029	0.3819	-1.0002	0.1449	0.2042	0.6977	0.3029	0.9939	0.2042	0.1252	-0.2104	-0.1315	11.1221	0.9939	0.9544	-0.3486	1.5467	0.8359	1.2505	-0.2104	3.0077	-0.9804	1.1716	-0.2894	1.1716	1.4085	0.9544	1.448	1.2505	0.5793	-0.013	-1.0594
AT3G15770	1.3493	-0.9607	-0.1907	-0.625	0.7372	-0.6645	1.1716	0.3819	0.9149	0.9741	2.4549	-1.9281	0.2437	-0.171	-0.2302	0.8557	-0.7238	-0.5066	-0.1117	1.1518	0.5793	-0.1315	1.1913	0.7965	3.2051	1.4085	0.6385	1.5467	0.7767	1.1716	1.3493	1.1716	-0.9607	2.3562	-0.3289	0.6188	1.0531	0.1844	0.4806	-0.2697	0.6977	1.6849	1.4677	0.3226	2.0995	1.6454	0	2.8102	0.1252	2.0403	-0.1315	0.9149	0.1647	1.1518	1.9218	0.1055	1.3295	-0.2302	1.3295	-0.3092	0.0265	-0.013	-0.6053	0.2831	1.6059	1.1123	1.8823	2.7313	2.4944	0.2831	1.2703	0.0462	0.4411	-1.7307	0.599	1.7244	1.7639	0.3029	0.9544	-0.9409	-1.1778	0.5595	1.9021	0.4213	1.6849	1.0334	0.5595	0.8359	0.4213	1.5072	0.1449	2.6326	0.7175	0.1449	1.4875	1.0729	-0.3092	0.678	-1.2568	0.5201	1.0136	0.5595	-0.1315	1.0729	0.5201	2.3956	-0.0525	0.5201	2.218	1.2703	0.8359	0.4016	0.3226	0.6977	0.678	1.6257	0.9939	1.7046	1.0136	0.5595	1.5072	1.8034	1.5072	0.2634	-0.2499	1.2308	0.3819	1.7836	0.9544	0.599	0.7767	1.527	0.6583	0.2437	-1.1186	0.6188	1.1716	1.9613	1.7046	0.3819	0.0265	1.7441	2.9287	1.4677	0.6188	0.4411	0.0067	1.3493	-0.5658	3.5605	-1.0002	-0.5263	0.9741	-0.3289	1.5467	1.3887	-0.1315	1.0729	0.6385	-0.4276	1.8231	-0.6843	0.4411	0.2634	-0.8225	-0.9804	1.3098	2.5536	-0.9212	0.5201	3.5605	0.2042	0.0067	-0.3684	0.3621	2.5338	1.9218	2.3562	1.4085	0.1252	0.3819	1.4282	2.3956	1.1913	1.1518	1.7441	1.1123
AT3G17100	2.4154	-0.7435	0.7372	1.8231	-0.7435	0.6385	0.1647	-0.013	0.9544	1.2505	1.3493	-0.4276	0.1252	-0.5066	-0.3881	1.4677	-0.6843	-0.9014	0.6188	2.7905	1.1321	0.0462	2.1982	-0.2104	1.5467	4.9228	0.4016	0.8754	2.6128	2.7708	3.8171	3.5013	0.5201	1.4085	1.527	-0.625	0.599	-0.2697	4.7056	-0.6843	1.2505	-1.474	1.1913	0.6188	-1.1186	-0.9409	2.8102	0	-0.3289	2.6326	2.4944	-0.092	0.4213	0.4016	2.3562	0.9149	1.369	1.0136	0.1647	0.8162	-1.1976	0.8754	0.6977	2.1192	1.9218	2.06	0.9347	0.7965	0.8754	0.8754	1.7836	0.3226	1.369	0.9149	0.0857	0.1647	2.2772	1.0136	2.3562	-0.9014	-1.0396	-0.9212	0.3226	2.8892	2.7708	0.9544	1.369	0.1844	0.3621	0.0462	1.0729	4.3502	0.3029	3.3038	1.981	0.757	-0.2302	1.9021	-0.3684	2.5141	1.4677	0.757	-0.9804	2.1982	0.3819	1.4677	-0.013	-0.5263	0.7175	0.6583	2.9682	1.4677	-0.3486	0.6583	0.5398	3.0472	3.2249	-1.1186	1.2505	2.2969	3.4815	1.9613	4.7846	0.1647	-0.5856	-0.2499	0.9939	0.3819	1.6652	1.3493	-0.092	-0.013	3.4223	3.3828	-0.1907	1.4282	0.9544	5.8112	2.1192	-1.3161	2.6918	0.4213	2.5338	1.2505	0.6977	-0.2302	1.4677	1.4677	2.9879	0.3029	-0.3684	1.6849	1.448	0.6385	-0.783	0.5398	0.2042	3.442	1.4085	0.1252	1.4085	0.4213	-1.0002	1.7046	4.4292	1.2505	-0.5066	-1.395	0.4016	0.6583	0.5201	-0.2697	-0.0525	0.3029	-1.3555	0.8952	2.3956	0.5398	1.1518	-0.4276	0.678	0.1647	0.3029	0.1252	0.2437	2.7313	2.5338
